airport,year,avg_arr_delay,carrier_delay,weather_delay,nas_delay,late_aircraft_delay,avg_fare,total_passengers,total_delay
PSE,2005,118.85714285714286,492.0,21.0,125.0,180.0,,,818.0
VPS,2005,1250.6,25554.0,9870.0,14478.0,18768.0,,,68670.0
SUX,2006,0.0,0.0,0.0,0.0,0.0,,,0.0
HKY,2005,682.0,2240.0,1546.0,1434.0,918.0,,,6138.0
MSO,2005,1448.12,21661.0,4603.0,5148.0,4696.0,,,36108.0
JNU,2006,4173.75,14558.0,2503.0,7412.0,25302.0,,,49775.0
APF,2006,872.3333333333334,3851.0,3011.0,2471.0,1135.0,,,10468.0
COD,2006,400.3333333333333,5201.0,333.0,116.0,3958.0,,,9608.0
AKN,2005,564.5833333333334,3412.0,18.0,312.0,2437.0,,,6179.0
CAE,2006,3109.5373134328356,71698.0,20285.0,32394.0,83476.0,223.11333333333332,2308.0,207853.0
CSG,2006,1637.25,7946.0,4405.0,4196.0,3100.0,,,19647.0
AUS,2005,2487.5460526315787,128194.0,27757.0,60194.0,161371.0,198.48401709401708,27483.0,377516.0
IDA,2005,1165.9166666666667,9556.0,1279.0,1851.0,1305.0,,,13991.0
IYK,2005,194.83333333333334,1836.0,0.0,202.0,300.0,,,2338.0
LFT,2006,1873.1944444444443,23299.0,11614.0,14248.0,17518.0,,,66679.0
COS,2005,1482.608695652174,67873.0,12541.0,19838.0,36714.0,218.59809523809525,4057.0,136966.0
SEA,2005,7733.85294117647,444354.0,35890.0,224594.0,606559.0,210.1998298492951,83991.0,1311397.0
CRW,2005,870.9298245614035,17874.0,10019.0,9483.0,12052.0,,,49428.0
GNV,2005,3009.8333333333335,15211.0,9280.0,6048.0,5561.0,,,36100.0
BGR,2006,1832.3023255813953,23085.0,8586.0,10719.0,36346.0,,,78736.0
CMH,2005,2642.2875816993464,126931.0,22499.0,84441.0,170752.0,158.0105485893417,32403.0,404623.0
SDF,2006,2142.954954954955,75958.0,16700.0,45162.0,99144.0,198.34807168784027,14145.0,236964.0
JNU,2005,6008.083333333333,27667.0,2012.0,7469.0,34674.0,,,71822.0
MSP,2006,7986.469135802469,504995.0,95540.0,283161.0,404034.0,241.49231070815978,62384.0,1287730.0
WRG,2006,991.9166666666666,1184.0,811.0,1296.0,8610.0,,,11901.0
BIL,2005,1042.219512195122,23174.0,3128.0,8496.0,7915.0,,,42713.0
CIC,2005,690.4166666666666,4229.0,547.0,1425.0,2027.0,,,8228.0
HTS,2006,183.16666666666666,1251.0,374.0,573.0,0.0,,,2198.0
ABY,2005,1222.3333333333333,6011.0,4240.0,2481.0,1876.0,,,14608.0
GRR,2005,2248.9058823529413,81123.0,17787.0,40660.0,51312.0,204.9326724137931,3429.0,190882.0
CLD,2005,543.25,4288.0,722.0,179.0,1330.0,,,6519.0
LWS,2006,463.75,3871.0,202.0,443.0,1049.0,,,5565.0
ACK,2006,1875.75,1468.0,381.0,1472.0,4164.0,,,7485.0
MSN,2005,2137.096153846154,50935.0,7961.0,25484.0,26549.0,192.64413461538464,2404.0,110929.0
DHN,2006,2549.9166666666665,13672.0,7349.0,5915.0,3627.0,,,30563.0
CSG,2005,2196.0,10997.0,6707.0,4558.0,4090.0,,,26352.0
MCO,2006,6556.782122905028,337747.0,43398.0,252490.0,536481.0,169.23511276758413,129110.0,1170116.0
AKN,2006,519.25,1602.0,590.0,500.0,2023.0,,,4715.0
EVV,2006,1459.6666666666667,15297.0,4571.0,10841.0,17134.0,,,47843.0
OAJ,2006,103.14285714285714,352.0,56.0,39.0,275.0,,,722.0
MCI,2005,3408.441717791411,172990.0,28178.0,101024.0,252322.0,163.56561260488178,71180.0,554514.0
BZN,2006,1065.4651162790697,25464.0,2879.0,5354.0,12085.0,,,45782.0
HVN,2005,498.6666666666667,3261.0,1183.0,1086.0,395.0,,,5925.0
TUL,2006,2525.490740740741,93509.0,27053.0,43232.0,107896.0,204.99979166666662,10823.0,271690.0
MCN,2006,2261.6153846153848,12901.0,7986.0,6367.0,2125.0,,,29379.0
ILM,2005,1315.9333333333334,15595.0,10155.0,5528.0,8060.0,189.66500000000005,369.0,39338.0
WYS,2005,579.0,1881.0,0.0,223.0,212.0,,,2316.0
DFW,2006,16710.563157894736,816061.0,188144.0,753128.0,1411090.0,202.62328760057767,193842.0,3168423.0
BRO,2006,2382.5833333333335,6490.0,4959.0,6998.0,9777.0,,,28224.0
STT,2005,566.7796610169491,13630.0,1365.0,8781.0,9605.0,,,33381.0
PWM,2005,1362.65,37498.0,16389.0,23796.0,31069.0,197.36359531772575,3209.0,108752.0
TYS,2005,1738.093023255814,49039.0,17303.0,29481.0,53149.0,180.18220588235295,2518.0,148972.0
MKE,2005,2153.75,82844.0,14589.0,54967.0,80035.0,188.32354799015587,19907.0,232435.0
MRY,2005,1783.5416666666667,26062.0,2826.0,4772.0,9145.0,167.665,170.0,42805.0
GSP,2006,2554.7763157894738,63652.0,16138.0,32849.0,81314.0,231.40805555555556,2737.0,193953.0
MBS,2006,1444.361111111111,20419.0,1683.0,4925.0,24953.0,,,51980.0
SGF,2006,2618.2545454545457,49518.0,14787.0,16929.0,62770.0,150.21,172.0,144004.0
ACT,2006,1577.5,8533.0,2273.0,1604.0,6520.0,,,18930.0
BUF,2005,2242.7051282051284,112842.0,21018.0,67037.0,148362.0,175.42906593406593,22151.0,349259.0
FCA,2005,945.4285714285714,13116.0,2631.0,4319.0,6309.0,,,26375.0
BPT,2006,319.25,857.0,871.0,654.0,1437.0,,,3819.0
PSP,2005,1311.6973684210527,45453.0,7727.0,15492.0,30717.0,204.33183333333332,2247.0,99389.0
GGG,2005,629.3333333333334,2646.0,1371.0,1219.0,2316.0,,,7552.0
SJU,2006,3719.705882352941,130859.0,14581.0,89288.0,79802.0,,,314530.0
LBB,2006,2813.3888888888887,26788.0,9658.0,12486.0,52100.0,110.670625,4526.0,101032.0
STX,2005,110.42424242424242,1650.0,151.0,525.0,1318.0,,,3644.0
SPI,2005,1123.75,2277.0,90.0,554.0,1574.0,,,4495.0
CDV,2006,568.25,1812.0,268.0,828.0,3911.0,,,6819.0
JAN,2006,1836.9733333333334,43564.0,13138.0,25031.0,55335.0,198.57045454545454,4578.0,137068.0
LAW,2006,1609.75,8511.0,2115.0,2370.0,6277.0,,,19273.0
CPR,2005,2079.25,14215.0,2725.0,2470.0,5541.0,,,24951.0
FLL,2006,5602.901515151515,198168.0,28009.0,181168.0,329848.0,166.75925231481483,161018.0,737193.0
MQT,2006,2426.0,4404.0,784.0,2311.0,21613.0,,,29112.0
OMA,2005,1742.8510638297873,88729.0,20233.0,43372.0,92792.0,184.52560778727445,13651.0,245126.0
BMI,2006,1932.75,24011.0,5072.0,10246.0,53289.0,,,92618.0
ATL,2006,38010.15923566879,1584503.0,349862.0,2510253.0,1512336.0,205.27620437956207,131858.0,5956954.0
GPT,2006,1010.471264367816,29040.0,14625.0,19212.0,24516.0,103.94,194.0,87393.0
GRK,2006,1954.3214285714287,21533.0,6449.0,8303.0,18230.0,,,54515.0
ORD,2005,28669.403726708075,893722.0,150168.0,2218996.0,1349480.0,173.38916640997996,256883.0,4612366.0
CHA,2005,1312.8974358974358,20771.0,10490.0,10582.0,9302.0,,,51145.0
ABI,2005,1755.8823529411766,11564.0,4218.0,4017.0,10051.0,,,29850.0
MTJ,2006,645.3333333333334,9951.0,2524.0,3455.0,11096.0,,,27026.0
ISO,2005,826.5,3559.0,2370.0,1135.0,1201.0,,,8265.0
LIH,2006,609.0322580645161,17797.0,404.0,5944.0,13599.0,,,37744.0
AMA,2006,2350.972972972973,22903.0,8575.0,12907.0,42341.0,117.68875,3491.0,86726.0
TVC,2006,1192.7916666666667,20948.0,3318.0,7441.0,25509.0,,,57216.0
BLI,2006,397.7142857142857,1930.0,111.0,17.0,726.0,143.68,237.0,2784.0
FAY,2006,2251.133333333333,15378.0,6914.0,6908.0,4528.0,,,33728.0
LRD,2005,1102.7083333333333,7869.0,4091.0,5171.0,9302.0,,,26433.0
SWF,2005,1013.1,9572.0,2064.0,9024.0,9656.0,205.92972618921686,3563.0,30316.0
SUN,2006,1087.9166666666667,9164.0,1686.0,359.0,1846.0,,,13055.0
OME,2005,1318.8333333333333,5426.0,419.0,1578.0,8320.0,,,15743.0
ICT,2005,1350.3666666666666,44813.0,13675.0,18975.0,43934.0,237.11733333333333,924.0,121397.0
ICT,2006,1779.35,60894.0,19600.0,25352.0,71531.0,163.958,601.0,177377.0
MCI,2006,3737.502994011976,195184.0,33278.0,103793.0,290040.0,168.58917006802722,79584.0,622295.0
MSP,2005,8166.451428571429,501602.0,102177.0,369204.0,453166.0,219.03226415094338,63435.0,1426149.0
ADK,2005,87.0,265.0,215.0,97.0,467.0,,,1044.0
PFN,2005,2408.782608695652,21521.0,15545.0,10204.0,8119.0,,,55389.0
ACT,2005,894.7777777777778,6733.0,2023.0,2858.0,4492.0,,,16106.0
SPS,2005,1412.25,6687.0,2682.0,3964.0,3614.0,,,16947.0
ADK,2006,157.16666666666666,295.0,276.0,263.0,998.0,,,1832.0
RST,2006,1322.4166666666667,9552.0,1565.0,6469.0,14152.0,,,31738.0
PHL,2006,10904.936305732484,298071.0,113709.0,799996.0,499011.0,186.22159090909088,67517.0,1710787.0
DBQ,2006,1568.75,4511.0,1112.0,3935.0,9267.0,,,18825.0
LWB,2006,296.0,1316.0,275.0,367.0,114.0,,,2072.0
ILG,2006,1087.2857142857142,3143.0,1220.0,1951.0,1297.0,,,7611.0
EUG,2006,2727.9583333333335,41676.0,3691.0,3541.0,16229.0,192.36192307692306,1159.0,65137.0
TEX,2006,201.83333333333334,774.0,45.0,392.0,0.0,,,1211.0
PHF,2006,2043.8139534883721,19456.0,4670.0,14315.0,49443.0,232.89449535603717,6747.0,87884.0
SBP,2006,1878.888888888889,45741.0,2410.0,4350.0,15096.0,,,67597.0
MOD,2006,3218.6666666666665,26068.0,643.0,801.0,11112.0,,,38624.0
BDL,2005,2829.3916083916083,123693.0,18193.0,81764.0,180511.0,191.26068181818184,25471.0,404161.0
FAR,2005,1711.9583333333333,23524.0,3786.0,6541.0,7204.0,,,41055.0
CAK,2006,1679.3157894736842,36470.0,9399.0,21097.0,60524.0,189.96932951482478,10373.0,127490.0
HOU,2005,6027.948717948718,87192.0,30439.0,85221.0,266758.0,168.45066428866835,55048.0,469610.0
BOI,2006,1468.7079646017698,71472.0,4850.0,16749.0,72141.0,186.26205128205126,4824.0,165212.0
VPS,2006,1646.0666666666666,35272.0,18829.0,19838.0,24472.0,,,98411.0
ATW,2005,1053.2592592592594,13151.0,7224.0,4983.0,2968.0,,,28326.0
BDL,2006,2814.89552238806,113771.0,19300.0,74723.0,168871.0,209.44173076923076,24063.0,376665.0
ORD,2006,50843.40972222222,1145926.0,198268.0,3723801.0,2246842.0,181.9007305194805,268952.0,7314837.0
DAB,2005,996.74,13411.0,5054.0,10904.0,20358.0,159.72608695652175,942.0,49727.0
BQK,2005,1533.8333333333333,7641.0,5183.0,2670.0,2879.0,,,18373.0
DAL,2006,8362.0,69598.0,20044.0,47304.0,230100.0,210.41184777517566,52659.0,367046.0
ABE,2006,1087.2676056338028,24045.0,8644.0,11743.0,32522.0,,,76954.0
CID,2003,1178.1785714285713,10980.0,2106.0,7027.0,12837.0,,,32950.0
FSM,2003,1043.4285714285713,3707.0,889.0,1479.0,1229.0,,,7304.0
DFW,2004,19278.25,849582.0,305332.0,1035351.0,1041818.0,197.97560783395755,173883.0,3232083.0
SJC,2004,3844.442748091603,146240.0,18595.0,84650.0,252638.0,188.07237820512822,87169.0,502123.0
MEI,2004,1081.6666666666667,2937.0,5154.0,2477.0,2412.0,,,12980.0
DAY,2003,1813.8775510204082,27150.0,7599.0,23259.0,30872.0,182.1398721340388,9266.0,88880.0
DAB,2003,553.75,5511.0,599.0,4936.0,4411.0,157.08291666666668,816.0,15457.0
ELP,2003,1648.857142857143,20109.0,5978.0,14143.0,40257.0,174.8782169117647,9178.0,80487.0
OAK,2003,3576.3285714285716,65515.0,9092.0,47067.0,127202.0,194.17895671834629,111605.0,248876.0
MGM,2003,4349.428571428572,12591.0,3600.0,6442.0,7783.0,,,30416.0
KOA,2003,482.6875,4109.0,97.0,1841.0,1541.0,,,7588.0
TPA,2004,4587.124137931034,175644.0,27992.0,155433.0,304808.0,136.33050314465407,131102.0,663877.0
SHV,2004,1566.6603773584907,31412.0,17558.0,20618.0,13436.0,,,83024.0
LRD,2004,962.625,6429.0,3943.0,6731.0,6000.0,,,23103.0
MGM,2004,3398.1666666666665,15559.0,13444.0,7564.0,4039.0,,,40606.0
FSM,2004,1717.25,8072.0,2659.0,3116.0,6760.0,,,20607.0
FCA,2003,528.8235294117648,4007.0,923.0,2154.0,1906.0,,,8990.0
SPS,2003,694.8571428571429,1852.0,776.0,1117.0,1119.0,,,4864.0
OMA,2003,1301.6623376623377,30382.0,5292.0,25670.0,38687.0,183.36591666666664,10332.0,100031.0
SYR,2003,1451.0892857142858,29091.0,6055.0,19446.0,26629.0,179.87642156862745,4574.0,81221.0
EYW,2003,461.0,2058.0,48.0,656.0,465.0,171.96647058823532,566.0,3227.0
DTW,2003,6420.192771084337,175384.0,44285.0,174336.0,137599.0,208.04468175388968,52133.0,531604.0
AUS,2004,2950.4651162790697,108980.0,32609.0,75399.0,162871.0,204.24016806722685,24278.0,379859.0
MRY,2004,1190.0,14265.0,2676.0,3189.0,8217.0,,,28347.0
PSP,2003,860.952380952381,12167.0,4593.0,6969.0,12358.0,205.43433333333334,2057.0,36087.0
BRW,2003,577.2857142857143,589.0,438.0,208.0,2806.0,,,4041.0
ILM,2003,1192.642857142857,5908.0,1159.0,4321.0,5309.0,,,16697.0
ILE,2003,981.1333333333333,8791.0,2605.0,2285.0,1036.0,,,14717.0
ATL,2004,37681.260273972606,1054318.0,388379.0,2972253.0,1078866.0,164.90659420289856,126710.0,5493816.0
CLD,2004,386.5833333333333,1902.0,445.0,238.0,2020.0,,,4605.0
FAI,2003,2683.818181818182,9685.0,549.0,3352.0,15320.0,,,28906.0
LNY,2003,35.5,71.0,0.0,0.0,0.0,,,71.0
DLH,2003,604.1428571428571,2507.0,307.0,1055.0,360.0,,,4229.0
SYR,2004,1850.7169811320755,65708.0,12399.0,44848.0,72921.0,180.46947916666667,5757.0,195876.0
BMI,2003,780.2,3316.0,454.0,2681.0,5252.0,,,11703.0
SBA,2003,1819.857142857143,12673.0,2069.0,4176.0,6526.0,,,25444.0
IYK,2003,71.42857142857143,476.0,0.0,0.0,24.0,,,500.0
SNA,2004,2369.0,97462.0,15624.0,78101.0,120655.0,200.13521876969855,80805.0,311842.0
GST,2004,167.5,203.0,15.0,110.0,342.0,,,670.0
PUB,2004,0.0,0.0,0.0,0.0,0.0,,,0.0
BHM,2004,1987.3620689655172,68514.0,20377.0,45127.0,95974.0,195.00614583333333,9494.0,229992.0
SBP,2004,1079.625,13455.0,710.0,4055.0,7323.0,,,25543.0
TYR,2004,908.5,10849.0,4519.0,2316.0,4105.0,,,21789.0
GJT,2004,2407.5833333333335,14612.0,3642.0,5297.0,5253.0,,,28804.0
RDM,2004,918.8333333333334,7723.0,860.0,867.0,1576.0,,,11026.0
GEG,2003,1076.530612244898,19154.0,2349.0,8428.0,22678.0,194.78578125,3909.0,52609.0
EWR,2004,15692.065476190477,304310.0,116182.0,1615880.0,595220.0,220.49178894927536,160103.0,2631592.0
ORD,2004,40149.24844720497,879793.0,177737.0,3770316.0,1630145.0,173.97052069961487,235731.0,6457991.0
CAK,2004,2434.6382978723404,42356.0,20422.0,18456.0,33194.0,174.81958333333336,10300.0,114428.0
EVV,2004,1385.2553191489362,21685.0,10057.0,13115.0,20154.0,,,65011.0
CPR,2004,2543.0,16107.0,3624.0,3772.0,6992.0,,,30495.0
MOT,2003,662.8571428571429,2646.0,19.0,1633.0,342.0,,,4640.0
GSP,2004,2015.75,51369.0,16128.0,37892.0,63829.0,180.56633333333335,2420.0,169218.0
MLU,2004,1363.75,13743.0,9997.0,5155.0,3835.0,,,32730.0
AEX,2003,999.2857142857143,4975.0,1882.0,3721.0,3313.0,,,13891.0
MDW,2004,6885.627906976744,132994.0,49689.0,307442.0,394326.0,141.8276251817154,121475.0,884451.0
BOI,2003,1260.1224489795918,23241.0,3613.0,9782.0,25003.0,151.8362857142857,3014.0,61639.0
PHL,2003,7936.988764044944,108302.0,35561.0,351171.0,211192.0,250.45422995780592,44247.0,706226.0
HOU,2004,5421.633333333333,92488.0,32474.0,89372.0,272469.0,170.41469248826292,54011.0,486803.0
ABE,2003,512.8125,5930.0,2322.0,4433.0,3725.0,,,16410.0
TLH,2003,732.88,7219.0,2008.0,4375.0,4720.0,157.9075,3323.0,18322.0
CMH,2004,3059.152777777778,136466.0,20912.0,109526.0,173257.0,165.62286386138612,21499.0,440161.0
ABE,2004,1203.7903225806451,28876.0,16136.0,12986.0,16538.0,,,74536.0
CPR,2003,1427.5714285714287,4678.0,1939.0,1038.0,2321.0,,,9976.0
RDM,2003,788.7142857142857,2917.0,823.0,566.0,1139.0,,,5445.0
APF,2004,925.0,600.0,555.0,196.0,458.0,,,1809.0
WRG,2003,727.7142857142857,735.0,666.0,303.0,3357.0,,,5061.0
DAL,2003,10030.42857142857,24345.0,9555.0,20105.0,86265.0,203.07150570206704,40499.0,140270.0
PIT,2004,3354.0118343195268,139512.0,26914.0,134185.0,266053.0,213.38591032608696,24250.0,566664.0
JAN,2004,1491.4805194805194,37211.0,11339.0,24437.0,41759.0,143.8994298245614,2848.0,114746.0
MFR,2004,2144.3333333333335,14611.0,2384.0,2781.0,5956.0,187.07666666666665,548.0,25732.0
ORF,2003,1844.0151515151515,41684.0,11595.0,31642.0,36587.0,181.02113362068965,18631.0,121508.0
KOA,2004,502.3095238095238,9966.0,105.0,5307.0,5149.0,,,20527.0
LGB,2003,2871.0666666666666,15003.0,3884.0,14906.0,9014.0,214.51444536576378,25600.0,42807.0
GPT,2003,996.2068965517242,9055.0,1787.0,9958.0,8072.0,125.94166666666668,1487.0,28872.0
KTN,2004,2365.0,12678.0,952.0,2420.0,12298.0,,,28348.0
SCC,2004,275.4166666666667,2012.0,105.0,241.0,947.0,,,3305.0
CEC,2004,340.3333333333333,1716.0,692.0,247.0,1429.0,,,4084.0
MCI,2003,2954.3928571428573,72553.0,13315.0,64296.0,97534.0,153.05835932315858,58576.0,247698.0
BQK,2003,1331.7142857142858,3754.0,934.0,2108.0,2509.0,,,9305.0
FAT,2004,2304.25,38253.0,13065.0,10714.0,20449.0,,,82481.0
SLC,2004,6955.868055555556,359147.0,95087.0,282657.0,258347.0,186.45456320450884,31923.0,995238.0
GRB,2004,1451.85,22970.0,4291.0,13444.0,17362.0,,,58067.0
STX,2003,134.21428571428572,581.0,94.0,434.0,770.0,,,1879.0
CDV,2004,961.0,4116.0,327.0,748.0,6341.0,,,11532.0
CHA,2004,967.0,13904.0,9128.0,12078.0,10257.0,,,45367.0
LEX,2003,1677.0357142857142,15858.0,4744.0,15991.0,10334.0,192.07928571428573,1091.0,46927.0
TYS,2003,1781.9761904761904,27405.0,9517.0,19966.0,17840.0,221.20969696969695,1260.0,74728.0
CHS,2004,2004.2025316455697,51230.0,19233.0,34168.0,53561.0,174.69473684210527,3996.0,158192.0
JAN,2003,1176.75,16645.0,4001.0,12674.0,13734.0,141.36674242424243,3012.0,47054.0
ADK,2004,130.75,610.0,150.0,159.0,650.0,,,1569.0
ILE,2004,1331.6875,11304.0,3861.0,2842.0,3300.0,,,21307.0
DUT,2003,596.8571428571429,1508.0,923.0,712.0,1035.0,,,4178.0
SKA,2004,0.0,0.0,0.0,0.0,0.0,,,0.0
DHN,2003,1986.2857142857142,5708.0,1444.0,2842.0,3885.0,,,13879.0
ITO,2003,248.0,329.0,29.0,0.0,138.0,,,496.0
MDW,2003,6564.825396825397,66832.0,30443.0,143988.0,170408.0,143.768975,115949.0,411671.0
ICT,2003,1088.107142857143,25027.0,7576.0,13039.0,15277.0,190.63961538461538,1005.0,60919.0
RIC,2003,1382.5245901639344,26439.0,4925.0,25039.0,27909.0,215.20338709677418,5794.0,84312.0
VCT,2003,358.5,1514.0,647.0,136.0,571.0,,,2868.0
CLT,2004,5554.919117647059,187749.0,33705.0,216197.0,317576.0,250.22510964912283,24963.0,755227.0
SAT,2004,2989.736434108527,107837.0,29828.0,87132.0,160506.0,202.18495440729484,23581.0,385303.0
GRR,2004,2053.891304347826,69074.0,22897.0,44134.0,52759.0,174.52883084577115,4437.0,188864.0
MCN,2004,1865.1666666666667,7723.0,8391.0,3712.0,2537.0,,,22363.0
CRP,2003,1150.057142857143,14395.0,4157.0,7298.0,14399.0,105.375,2429.0,40249.0
LNY,2004,14.125,73.0,0.0,40.0,0.0,,,113.0
EWR,2003,16099.472527472528,159771.0,72296.0,961661.0,269302.0,228.37335690045248,155395.0,1463030.0
FAY,2003,2315.714285714286,6232.0,1373.0,3108.0,5371.0,,,16084.0
DCA,2004,4429.085714285714,214344.0,67966.0,246201.0,245337.0,171.8401971830986,109137.0,773848.0
XNA,2004,1626.5,46381.0,16731.0,35833.0,34183.0,332.26916666666665,703.0,133128.0
AEX,2004,1251.4166666666667,8728.0,8321.0,8016.0,4912.0,,,29977.0
LYH,2004,709.5,3962.0,1747.0,1525.0,1280.0,,,8514.0
SAV,2003,1174.3902439024391,16753.0,4620.0,14281.0,12360.0,164.77570175438598,3645.0,48014.0
MTJ,2004,473.64102564102564,9678.0,2726.0,1952.0,4101.0,,,18457.0
DHN,2004,1885.4166666666667,7306.0,8348.0,4719.0,2252.0,,,22625.0
MAF,2004,2081.4444444444443,19816.0,4479.0,13825.0,36647.0,111.16473684210524,3284.0,74767.0
YAK,2004,872.5833333333334,745.0,0.0,487.0,9239.0,,,10471.0
CLL,2004,960.36,10734.0,5623.0,3835.0,3817.0,,,24009.0
OGG,2003,716.9473684210526,14544.0,388.0,6400.0,5496.0,,,26828.0
SMF,2004,3330.6846153846154,126410.0,12562.0,64451.0,227717.0,201.65262096774194,32769.0,431140.0
CAE,2004,2566.6666666666665,45772.0,24185.0,32873.0,50957.0,197.89066666666665,1516.0,153787.0
HLN,2004,466.969696969697,7983.0,1707.0,2767.0,2953.0,,,15410.0
ADQ,2003,595.5714285714286,1416.0,286.0,566.0,1875.0,,,4143.0
FSD,2003,1073.5416666666667,13031.0,3218.0,4294.0,5222.0,,,25765.0
LAR,2005,0.0,0.0,0.0,0.0,0.0,,,0.0
ONT,2004,2139.1071428571427,93334.0,12963.0,43806.0,148332.0,184.7616884200378,54589.0,298435.0
BUF,2004,2388.8802816901407,108089.0,31798.0,72145.0,126529.0,178.3843676470588,18389.0,338561.0
PIA,2003,1111.4166666666667,8315.0,3542.0,5458.0,9359.0,,,26674.0
MFE,2004,922.6363636363636,7357.0,4602.0,10321.0,8098.0,135.8930769230769,1032.0,30378.0
GSO,2004,1627.126984126984,65551.0,22526.0,50783.0,65997.0,186.72618908382066,7630.0,204857.0
AVP,2004,1095.0487804878048,16345.0,8601.0,8455.0,11358.0,,,44759.0
ABQ,2003,2125.6984126984125,45022.0,8814.0,23216.0,56531.0,177.91530973451327,18046.0,133583.0
CMH,2003,2487.7662337662337,55898.0,10033.0,55312.0,69992.0,169.7652843137255,21828.0,191235.0
TXK,2003,376.1,2124.0,545.0,593.0,499.0,,,3761.0
RIC,2004,1805.0,57139.0,14169.0,51115.0,72244.0,218.45741935483872,6331.0,194667.0
SFO,2003,9205.151898734177,164797.0,30017.0,369467.0,160592.0,230.09225541795666,112780.0,724873.0
LIT,2003,1404.7358490566037,25861.0,6409.0,17453.0,24711.0,169.91736842105263,6328.0,74434.0
LGA,2004,11527.0625,277451.0,130542.0,866369.0,383632.0,191.70357981889563,206391.0,1657994.0
AMA,2004,1518.7254901960785,23406.0,8212.0,12682.0,32921.0,108.15105263157893,2788.0,77221.0
LWB,2004,156.5,605.0,66.0,200.0,68.0,,,939.0
CLT,2003,5397.285714285715,90262.0,20146.0,153171.0,151520.0,260.61883771929826,20680.0,415099.0
FWA,2003,1805.4761904761904,14920.0,4077.0,7077.0,11841.0,,,37915.0
LAX,2004,11054.191616766468,590949.0,88872.0,488724.0,670282.0,186.59383672248805,255724.0,1838827.0
MSO,2004,1209.04,15781.0,3633.0,6387.0,4412.0,,,30213.0
COD,2004,851.6666666666666,3868.0,1332.0,2621.0,2370.0,,,10191.0
EVV,2003,1203.6190476190477,8205.0,1948.0,6513.0,8610.0,,,25276.0
LAN,2003,1555.5714285714287,11052.0,2534.0,3931.0,4261.0,,,21778.0
TWF,2003,1174.5714285714287,4950.0,961.0,1445.0,866.0,,,8222.0
MCO,2004,5838.232044198895,306762.0,61867.0,271215.0,412668.0,159.2924659090909,117454.0,1052512.0
GPT,2004,818.983870967742,15211.0,10006.0,11956.0,13592.0,131.8177777777778,1230.0,50765.0
GRK,2004,1191.5625,8261.0,2095.0,3715.0,4994.0,,,19065.0
ABI,2003,1042.3076923076924,6780.0,2384.0,1761.0,2625.0,,,13550.0
MEM,2004,3288.4651162790697,155266.0,29547.0,126957.0,111209.0,234.3444166666667,12984.0,422979.0
SFO,2004,9186.838709677419,338387.0,57787.0,680747.0,342572.0,213.59225009087604,129440.0,1419493.0
TYS,2004,2024.5058823529412,54404.0,21466.0,38605.0,57508.0,181.96481481481482,1180.0,171983.0
MDT,2004,1421.2068965517242,41653.0,17823.0,24503.0,39579.0,181.03125,992.0,123558.0
MTJ,2003,456.6111111111111,4818.0,1314.0,529.0,1539.0,,,8200.0
RST,2003,495.2857142857143,3064.0,911.0,2469.0,3957.0,,,10401.0
MYR,2003,859.1052631578947,12583.0,1570.0,9978.0,8499.0,147.44330163043475,3653.0,32630.0
GRR,2003,1433.3958333333333,25704.0,3830.0,16505.0,22735.0,193.09513888888887,4664.0,68774.0
PVD,2004,2738.6991150442477,84621.0,13913.0,66957.0,143652.0,192.5777478314746,46697.0,309143.0
SBA,2004,1452.861111111111,28231.0,3796.0,6203.0,13717.0,,,51947.0
PIE,2004,1472.8333333333333,5300.0,377.0,6457.0,5280.0,183.93435483870968,6422.0,17414.0
AKN,2004,614.0,3554.0,154.0,135.0,2419.0,,,6262.0
GTF,2004,825.2916666666666,10423.0,1322.0,5995.0,1919.0,,,19659.0
TWF,2004,1673.8333333333333,8474.0,2450.0,5042.0,4120.0,,,20086.0
CLL,2003,714.6,5612.0,1363.0,2363.0,1381.0,,,10719.0
RAP,2003,1225.7857142857142,9412.0,3516.0,2192.0,1988.0,,,17108.0
OME,2004,1108.0833333333333,3565.0,474.0,1353.0,7759.0,,,13151.0
FSD,2004,1354.9285714285713,24877.0,6063.0,11749.0,14114.0,,,56803.0
PIH,2004,1063.9285714285713,7592.0,859.0,3637.0,2789.0,,,14877.0
BDL,2003,2134.4415584415583,51829.0,10340.0,41837.0,60245.0,209.57960144927534,20957.0,164251.0
TUL,2003,1515.8461538461538,36991.0,10975.0,18645.0,31882.0,197.01428030303032,8174.0,98493.0
GNV,2003,2922.5714285714284,7761.0,2073.0,5476.0,5148.0,,,20458.0
GRB,2003,1699.5,10465.0,1143.0,5738.0,6447.0,,,23793.0
BNA,2003,3184.5753424657532,72517.0,17259.0,54328.0,87915.0,184.46582035053552,26801.0,232019.0
CLE,2003,5631.024691358025,105061.0,19168.0,164739.0,166313.0,198.9371247563353,50149.0,455281.0
ALB,2003,1800.8947368421052,30976.0,6523.0,23042.0,42063.0,190.0411475409836,7317.0,102604.0
CMI,2003,2422.5714285714284,4775.0,728.0,3954.0,7501.0,,,16958.0
CEC,2003,326.57142857142856,1001.0,385.0,388.0,474.0,,,2248.0
GUC,2004,77.08333333333333,340.0,85.0,413.0,87.0,,,925.0
CMI,2004,2548.4285714285716,15041.0,2825.0,11617.0,24034.0,,,53517.0
