airport,year,avg_arr_delay,carrier_delay,weather_delay,nas_delay,late_aircraft_delay,avg_fare,total_passengers,total_delay
RAP,2020,391.23880597014926,12668.0,3443.0,3686.0,6396.0,140.15666666666667,270.0,26193.0
GSO,2022,1211.5882352941176,13213.0,2029.0,8076.0,17712.0,209.04684210526318,2234.0,41030.0
FCA,2022,624.7857142857143,9747.0,1278.0,1744.0,4701.0,350.18,232.0,17470.0
BDL,2021,1804.3509933774835,113475.0,19406.0,40575.0,97547.0,236.91633171912832,12249.0,271003.0
RAP,2021,1008.9868421052631,30120.0,11307.0,4850.0,30388.0,166.15,123.0,76665.0
RDD,2021,1057.2105263157894,14366.0,1042.0,447.0,4232.0,,,20087.0
SMF,2020,1025.1858407079646,56364.0,7062.0,16720.0,35099.0,228.39834456928835,16344.0,115245.0
ASE,2020,7405.583333333333,34882.0,16246.0,21124.0,16615.0,366.6433333333333,445.0,88867.0
GUM,2022,335.2,809.0,9.0,85.0,773.0,,,1676.0
ISP,2021,2444.8333333333335,23193.0,1370.0,9194.0,24799.0,220.9934963294449,7216.0,58556.0
TXK,2021,646.5,3111.0,1004.0,1102.0,2497.0,,,7714.0
LBF,2020,356.4166666666667,2112.0,680.0,590.0,895.0,,,4277.0
BHM,2022,2072.2619047619046,35896.0,5404.0,13036.0,32630.0,274.61308641975313,8588.0,86966.0
LAS,2022,14374.166666666666,290409.0,26453.0,204182.0,339076.0,244.61449312714774,142581.0,860120.0
SFO,2020,5159.0462962962965,237195.0,27417.0,180585.0,109929.0,231.4908083124826,73035.0,555126.0
FSM,2020,261.0,2559.0,1382.0,831.0,1484.0,,,6256.0
RKS,2020,324.8333333333333,2763.0,253.0,561.0,321.0,,,3898.0
ALB,2022,1298.406779661017,35865.0,5663.0,8404.0,26373.0,231.49820512820514,5407.0,76305.0
CAK,2022,1343.2142857142858,6951.0,1658.0,2525.0,7584.0,286.89433355437666,2307.0,18718.0
HYS,2022,852.8,1328.0,935.0,0.0,2001.0,,,4264.0
PUB,2022,714.8,1866.0,232.0,0.0,1476.0,,,3574.0
OTH,2021,319.4166666666667,2926.0,221.0,0.0,686.0,,,3833.0
PAH,2021,816.75,6754.0,1299.0,28.0,1720.0,,,9801.0
FSD,2020,414.4318181818182,14377.0,4740.0,6135.0,11179.0,143.5375,774.0,36431.0
CDV,2020,270.75,606.0,154.0,868.0,1584.0,,,3212.0
SAN,2022,4908.813559322034,121607.0,8466.0,30299.0,128470.0,295.47380398671095,73626.0,288842.0
RDM,2022,1405.35,13285.0,2516.0,1699.0,10521.0,233.33423076923074,1758.0,28021.0
BET,2021,401.0,1878.0,385.0,762.0,1743.0,,,4768.0
COD,2020,604.3333333333334,1684.0,2711.0,809.0,235.0,,,5439.0
IND,2022,3615.1714285714284,98207.0,10863.0,38950.0,104306.0,258.7914285714286,29786.0,252326.0
BLV,2022,1456.2,2281.0,784.0,1177.0,3039.0,,,7281.0
BPT,2022,562.4,718.0,307.0,579.0,1208.0,,,2812.0
LIH,2021,885.5735294117648,29387.0,1567.0,9938.0,19292.0,,,60184.0
YAK,2021,527.25,709.0,159.0,1237.0,4164.0,,,6269.0
MLB,2020,349.8787878787879,3418.0,1382.0,2265.0,4481.0,,,11546.0
TVC,2020,296.40579710144925,9793.0,3502.0,2884.0,4249.0,202.7,73.0,20428.0
TUS,2022,1827.5116279069769,40126.0,4649.0,5347.0,28311.0,308.66738805970147,8521.0,78433.0
OAK,2022,3506.0454545454545,62875.0,2479.0,13676.0,74675.0,245.02801940639267,69121.0,153705.0
RIC,2021,1133.831081081081,75281.0,12905.0,22649.0,56094.0,165.7801582278481,9294.0,166929.0
RDM,2021,1614.8333333333333,33583.0,7353.0,3395.0,23164.0,203.08159999999995,1128.0,67495.0
ABR,2021,540.0,4746.0,1734.0,0.0,0.0,,,6480.0
ACK,2021,1403.1764705882354,10159.0,2630.0,4345.0,6720.0,167.92000000000002,789.0,23854.0
SUX,2020,263.8666666666667,988.0,273.0,1100.0,1597.0,,,3958.0
XWA,2020,369.4166666666667,3388.0,328.0,405.0,312.0,,,4433.0
ECP,2022,1291.2142857142858,16544.0,3804.0,4772.0,11020.0,244.82600000000002,1354.0,36140.0
GRB,2022,767.6153846153846,11182.0,3155.0,2379.0,3165.0,,,19881.0
GCK,2022,637.4,874.0,1183.0,487.0,643.0,,,3187.0
CLL,2021,455.52941176470586,1878.0,612.0,1501.0,3753.0,,,7744.0
MCW,2021,996.1,7748.0,771.0,0.0,1442.0,,,9961.0
BDL,2020,594.5033112582781,38247.0,5813.0,15939.0,29599.0,210.66020581113798,6017.0,89598.0
USA,2020,848.0833333333334,3263.0,453.0,2827.0,3605.0,,,10148.0
ATL,2022,20253.885714285716,631478.0,69394.0,201994.0,512677.0,232.3687142857143,152022.0,1415543.0
SEA,2022,11835.309090909092,269153.0,36237.0,120796.0,222808.0,319.6636160714286,111540.0,648994.0
BIS,2022,1170.8823529411766,12181.0,2486.0,1019.0,4172.0,176.2,269.0,19858.0
TUS,2021,1487.3983050847457,87416.0,14164.0,12079.0,61660.0,243.24705303030305,5402.0,175319.0
MFR,2021,1351.9245283018868,36276.0,10628.0,5077.0,19551.0,186.21149999999997,832.0,71532.0
DSM,2020,486.7121212121212,25572.0,7228.0,12824.0,18571.0,201.1390833333333,3031.0,64195.0
ECP,2020,554.6307692307693,12867.0,2602.0,7511.0,13009.0,166.01583333333335,1062.0,35989.0
HOU,2020,2048.2419354838707,46163.0,4952.0,27247.0,48506.0,174.71679154849687,32452.0,126868.0
PIR,2020,656.0833333333334,5677.0,1028.0,382.0,786.0,,,7873.0
DLG,2022,264.3333333333333,400.0,182.0,243.0,761.0,,,1586.0
EWN,2022,1344.2,1985.0,976.0,213.0,3540.0,,,6714.0
DLH,2021,593.4117647058823,11284.0,4350.0,1569.0,2973.0,,,20176.0
CDC,2021,392.1666666666667,3588.0,1103.0,15.0,0.0,,,4706.0
MIA,2020,4176.085365853659,161803.0,12133.0,62341.0,104892.0,196.2525342465753,57317.0,341169.0
SJC,2020,1012.3846153846154,45320.0,4237.0,11798.0,30438.0,201.58856807511745,30327.0,91793.0
PSC,2020,614.0370370370371,7996.0,4551.0,1703.0,2273.0,163.9525,144.0,16523.0
DVL,2020,242.83333333333334,865.0,934.0,69.0,1031.0,,,2899.0
SMF,2021,3107.274647887324,189409.0,21740.0,34530.0,194211.0,255.73035714285712,26911.0,439890.0
FLL,2020,3564.2909090909093,143903.0,16889.0,105548.0,124630.0,169.63181545332316,73054.0,390970.0
PIE,2020,6648.416666666667,27011.0,6183.0,16308.0,30222.0,82.82146739130437,4722.0,79724.0
JMS,2020,547.8333333333334,4644.0,987.0,329.0,614.0,,,6574.0
SUN,2020,593.1666666666666,3308.0,1926.0,1064.0,820.0,,,7118.0
SJT,2022,459.6666666666667,1049.0,552.0,565.0,1971.0,,,4137.0
CDC,2022,240.4,1063.0,139.0,0.0,0.0,,,1202.0
DDC,2022,593.8,2194.0,59.0,17.0,699.0,,,2969.0
SCC,2021,229.5,983.0,581.0,422.0,768.0,,,2754.0
PBG,2021,860.7272727272727,12451.0,1777.0,1330.0,3334.0,,,18892.0
BZN,2022,953.4,26513.0,2107.0,6103.0,12930.0,327.05056737588654,3880.0,47653.0
GJT,2022,693.8,7656.0,397.0,502.0,5321.0,,,13876.0
MEM,2021,1720.8382352941176,102586.0,22501.0,25492.0,82333.0,201.51973063973065,12138.0,232912.0
STC,2021,75.33333333333333,321.0,61.0,175.0,132.0,97.39,99.0,689.0
GST,2021,87.75,76.0,0.0,170.0,105.0,,,351.0
DIK,2020,182.44444444444446,1103.0,170.0,100.0,269.0,,,1642.0
FAT,2022,1050.157894736842,20908.0,2442.0,1777.0,14685.0,220.82,191.0,39812.0
BGM,2021,112.38461538461539,758.0,107.0,177.0,419.0,,,1461.0
SYR,2021,786.734375,38997.0,8734.0,17391.0,35382.0,200.2874393939394,2995.0,100504.0
ORD,2020,9571.785714285714,528631.0,99596.0,351910.0,358541.0,175.49908549783555,96290.0,1338678.0
OGS,2020,524.5,8779.0,283.0,296.0,1132.0,,,10490.0
ELP,2022,1677.9423076923076,37745.0,2897.0,5500.0,40997.0,260.61399456521735,12154.0,87139.0
JLN,2021,797.7692307692307,5688.0,1892.0,268.0,2523.0,,,10371.0
LNK,2021,641.1904761904761,8651.0,2502.0,463.0,1849.0,,,13465.0
XWA,2021,2361.25,10667.0,12482.0,1586.0,3600.0,,,28335.0
SBA,2020,587.9787234042553,13464.0,2098.0,4027.0,8046.0,242.45499999999998,183.0,27635.0
DRO,2020,655.9615384615385,7870.0,326.0,1477.0,7382.0,,,17055.0
MKG,2020,345.8333333333333,3263.0,215.0,389.0,283.0,,,4150.0
PDX,2022,3910.366666666667,104529.0,6811.0,31477.0,90998.0,300.9836909323116,51395.0,233815.0
AZA,2022,10538.6,16219.0,2689.0,8261.0,25399.0,130.90132542372882,7807.0,52568.0
WYS,2022,56.0,56.0,0.0,0.0,0.0,,,56.0
VPS,2021,1542.5588235294117,44608.0,12469.0,33151.0,66783.0,182.49125,2535.0,157011.0
KTN,2021,1073.7058823529412,7007.0,858.0,4279.0,5669.0,,,17813.0
PAE,2021,819.1818181818181,5269.0,1276.0,3303.0,8164.0,145.61,108.0,18012.0
SAV,2020,626.84,25518.0,4837.0,14254.0,33601.0,203.6505737704918,3040.0,78210.0
SGF,2020,678.3392857142857,13429.0,4332.0,7354.0,12792.0,189.11875,647.0,37907.0
TTN,2020,965.5833333333334,3645.0,452.0,2391.0,5099.0,,,11587.0
LCH,2020,304.9230769230769,3860.0,683.0,1324.0,2061.0,,,7928.0
CLE,2022,3904.787878787879,101672.0,17812.0,42667.0,95264.0,218.43883830845772,56409.0,257415.0
FSM,2022,642.1,1270.0,1756.0,569.0,2826.0,,,6421.0
DEC,2022,775.4,3398.0,102.0,0.0,377.0,,,3877.0
SPN,2022,49.0,243.0,0.0,2.0,0.0,,,245.0
ASE,2021,11416.5,67891.0,17781.0,11714.0,39431.0,267.3823076923077,559.0,136817.0
BGR,2022,1230.7,8898.0,696.0,3280.0,11740.0,228.81166666666664,427.0,24614.0
MCW,2022,320.0,1140.0,0.0,0.0,460.0,,,1600.0
PVD,2021,1088.6446280991736,55891.0,11479.0,16769.0,47221.0,234.38491994177585,17203.0,131360.0
MQT,2021,1187.25,13109.0,11527.0,1678.0,2163.0,,,28477.0
VEL,2021,496.5833333333333,3662.0,488.0,45.0,1764.0,,,5959.0
CHA,2022,710.2,9994.0,1495.0,2856.0,6931.0,,,21276.0
TPA,2022,10654.48,194743.0,15047.0,120026.0,202107.0,218.11767335766422,153158.0,531923.0
PIE,2022,15159.8,19066.0,4796.0,20136.0,31692.0,116.89705882352939,9481.0,75690.0
MQT,2022,1815.1,8177.0,8793.0,380.0,801.0,,,18151.0
LWS,2021,515.4166666666666,4306.0,1851.0,28.0,0.0,,,6185.0
AZO,2020,418.1111111111111,6623.0,4295.0,1707.0,2427.0,,,15052.0
OGG,2020,716.6461538461539,27818.0,1349.0,6781.0,10494.0,,,46442.0
OAK,2020,1035.6216216216217,36423.0,1378.0,10607.0,27895.0,190.0104340277777,26003.0,76303.0
BQN,2021,1401.6923076923076,18586.0,2647.0,7071.0,7902.0,,,36206.0
BZN,2020,281.56190476190477,13785.0,2192.0,7228.0,6321.0,249.28707207207208,1378.0,29526.0
RFD,2020,342.6666666666667,1596.0,560.0,1019.0,937.0,85.41,29.0,4112.0
ABI,2020,678.2,2732.0,1270.0,2765.0,3406.0,,,10173.0
ORH,2022,913.2,6509.0,542.0,862.0,5759.0,179.79500000000002,228.0,13672.0
RIW,2022,636.0,2355.0,0.0,30.0,795.0,,,3180.0
FAI,2021,844.6458333333334,17400.0,2003.0,9145.0,11941.0,,,40489.0
LCK,2021,2082.8333333333335,11789.0,1437.0,3568.0,7844.0,87.15714285714284,753.0,24638.0
ROC,2020,320.51612903225805,22162.0,2038.0,5669.0,9714.0,177.9715294117647,1311.0,39583.0
SBN,2020,674.125,16433.0,5387.0,4429.0,6100.0,155.04000000000002,238.0,32349.0
TYR,2020,403.10526315789474,1608.0,1998.0,1747.0,2306.0,,,7659.0
LBL,2020,487.8333333333333,3580.0,1139.0,309.0,826.0,,,5854.0
LIT,2022,1123.3333333333333,19475.0,3256.0,5680.0,18740.0,245.51583333333332,1672.0,47151.0
TXK,2022,543.4,921.0,457.0,406.0,914.0,,,2698.0
CHS,2021,1574.169696969697,109241.0,15444.0,44923.0,88911.0,196.09191091954023,15717.0,258519.0
PSM,2021,301.1666666666667,1515.0,656.0,613.0,830.0,,,3614.0
FOD,2021,1200.5,9582.0,89.0,0.0,2334.0,,,12005.0
EGE,2020,825.448275862069,6605.0,4324.0,5783.0,7226.0,418.59,470.0,23938.0
ACK,2020,209.5,1227.0,447.0,499.0,760.0,210.064,196.0,2933.0
BDL,2022,2668.4333333333334,72899.0,4859.0,20583.0,61447.0,267.2716733870968,15729.0,159788.0
PAE,2022,1784.111111111111,3342.0,1267.0,3522.0,7926.0,211.50285714285715,1431.0,16057.0
INL,2021,997.4166666666666,1992.0,9957.0,0.0,0.0,,,11949.0
DTW,2020,3781.662721893491,325328.0,75498.0,92580.0,143783.0,180.20827380952386,26728.0,637189.0
AVL,2022,1467.2068965517242,12499.0,1994.0,6420.0,21636.0,227.9225806451613,3737.0,42549.0
ACT,2021,671.5,2228.0,806.0,1507.0,3517.0,,,8058.0
ALW,2021,317.4166666666667,1606.0,325.0,350.0,1478.0,,,3759.0
DAB,2020,413.7027027027027,4311.0,2802.0,3130.0,5036.0,,,15279.0
ESC,2020,486.6666666666667,4177.0,1128.0,290.0,245.0,,,5840.0
ABE,2022,902.8181818181819,5595.0,2210.0,3010.0,9022.0,214.4983333333333,780.0,19837.0
CRP,2022,798.1,5939.0,501.0,1372.0,8125.0,,,15937.0
SPS,2022,477.6,731.0,336.0,587.0,734.0,,,2388.0
EAT,2022,382.2,970.0,158.0,201.0,582.0,,,1911.0
TLH,2021,769.4722222222222,22701.0,6623.0,7113.0,18951.0,181.03833333333333,626.0,55388.0
SAT,2021,2570.1612903225805,138542.0,17298.0,35322.0,126672.0,223.65633710801393,18591.0,317834.0
YUM,2021,1201.5,6944.0,1082.0,444.0,17957.0,,,26427.0
GNV,2022,503.15384615384613,4975.0,677.0,2386.0,5044.0,,,13082.0
JFK,2022,25108.975,379175.0,33894.0,192233.0,396834.0,259.1679695684709,184780.0,1002136.0
ASE,2022,16425.0,43466.0,6331.0,4987.0,27284.0,441.93250000000006,584.0,82068.0
BFF,2022,1134.8,3752.0,73.0,0.0,1849.0,,,5674.0
ERI,2022,430.25,778.0,7.0,289.0,647.0,,,1721.0
SCE,2021,167.75,2073.0,605.0,1094.0,925.0,,,4697.0
LWB,2021,809.0,5747.0,1292.0,0.0,2669.0,,,9708.0
PIH,2021,679.0,6332.0,1816.0,0.0,0.0,,,8148.0
PBI,2020,880.8965517241379,40749.0,3248.0,28782.0,29282.0,205.15512820512814,13584.0,102061.0
PSP,2020,660.6543209876543,23699.0,3961.0,10406.0,15275.0,235.90141176470584,1839.0,53341.0
CIU,2020,373.0833333333333,3316.0,812.0,285.0,64.0,,,4477.0
VCT,2022,301.0,1304.0,0.0,0.0,201.0,,,1505.0
EGE,2021,1143.1081081081081,18517.0,5545.0,10374.0,7784.0,276.88300000000004,715.0,42220.0
ALB,2020,290.8538461538462,16942.0,3291.0,5655.0,11907.0,172.94347826086957,1486.0,37795.0
SNA,2021,2523.27731092437,124152.0,9417.0,51938.0,113792.0,247.85817207036928,57140.0,299299.0
MVY,2021,1389.0,8330.0,630.0,2360.0,5305.0,165.64000000000001,337.0,16625.0
MYR,2020,466.06481481481484,17439.0,3702.0,11501.0,17521.0,152.79042735042736,813.0,50163.0
FAI,2020,458.85185185185185,5426.0,265.0,4210.0,2436.0,,,12337.0
STC,2020,46.5,296.0,33.0,129.0,100.0,,,558.0
BRO,2020,224.83783783783784,3174.0,857.0,1691.0,2597.0,,,8319.0
BUF,2022,2213.3,58648.0,5096.0,18043.0,50781.0,211.23932489451477,14590.0,132568.0
CWA,2022,676.7,2001.0,1432.0,1589.0,1713.0,,,6735.0
IAH,2022,11110.983606557376,303745.0,39552.0,120618.0,213024.0,242.89925928041117,145811.0,676939.0
ACT,2022,900.4,1414.0,664.0,898.0,1526.0,,,4502.0
CAK,2021,1108.0,8492.0,1746.0,3526.0,12619.0,227.56646140350875,1762.0,26383.0
CYS,2021,593.4285714285714,3794.0,46.0,0.0,314.0,,,4154.0
OKC,2021,1716.1805555555557,116687.0,19962.0,18806.0,91367.0,226.61770398481974,7301.0,246822.0
GCC,2021,858.9166666666666,5726.0,679.0,776.0,3126.0,,,10307.0
PHL,2020,2947.772151898734,181775.0,19762.0,97613.0,165756.0,214.52536538461538,21851.0,464906.0
BGM,2022,372.0,525.0,973.0,153.0,209.0,,,1860.0
RNO,2022,1234.9666666666667,32075.0,3209.0,7213.0,31425.0,217.28263888888893,11051.0,73922.0
LAS,2021,11129.673611111111,546916.0,57527.0,316425.0,674836.0,197.83443640350876,99824.0,1595704.0
OTZ,2021,294.1666666666667,1092.0,188.0,826.0,1406.0,,,3512.0
MLB,2021,423.9428571428571,6541.0,1355.0,2756.0,4186.0,,,14838.0
EAR,2021,1093.8333333333333,9510.0,919.0,206.0,2491.0,,,13126.0
CLT,2020,7567.046052631579,404170.0,64542.0,224517.0,454400.0,187.11783119658116,22851.0,1147629.0
ROA,2020,138.7719298245614,3375.0,1936.0,1252.0,1347.0,,,7910.0
PNS,2020,639.1111111111111,22760.0,13756.0,12750.0,19565.0,201.81319444444443,2019.0,68831.0
HRL,2020,188.16417910447763,5866.0,782.0,2667.0,3181.0,148.45416666666668,507.0,12496.0
TWF,2020,328.0,2924.0,704.0,284.0,24.0,,,3936.0
MBS,2022,592.9,3935.0,1330.0,472.0,192.0,,,5929.0
RDU,2022,4285.459459459459,129055.0,13265.0,48105.0,126184.0,248.88603174603168,45667.0,316609.0
SCC,2022,417.3333333333333,1220.0,583.0,352.0,349.0,,,2504.0
ONT,2020,610.021978021978,25247.0,2994.0,9215.0,17901.0,220.81935942259767,19953.0,55357.0
BLI,2020,491.3636363636364,1721.0,177.0,745.0,2725.0,,,5368.0
BWI,2022,5495.8,129329.0,10888.0,69553.0,173662.0,230.01711477987416,118496.0,383432.0
LGA,2022,20630.49090909091,337684.0,64578.0,398890.0,331920.0,243.6359715803269,218552.0,1133072.0
ABQ,2022,1442.9666666666667,40517.0,3467.0,5945.0,36597.0,262.23168421052634,15936.0,86526.0
GGG,2022,673.8,404.0,1073.0,996.0,896.0,,,3369.0
PIH,2022,218.4,492.0,600.0,0.0,0.0,,,1092.0
PIB,2021,804.5,5847.0,1396.0,424.0,1987.0,,,9654.0
COS,2020,784.741935483871,27038.0,4872.0,6651.0,10038.0,159.77400000000003,693.0,48599.0
SJU,2020,1582.5393258426966,66186.0,7143.0,34841.0,32208.0,,,140378.0
CSG,2022,489.0,2789.0,849.0,739.0,3447.0,,,7824.0
MKE,2022,2482.5245901639346,72132.0,8374.0,15092.0,55699.0,248.42093238587427,17101.0,151297.0
HOU,2021,9922.396226415094,181371.0,19322.0,90638.0,232822.0,189.69376190476186,50270.0,524153.0
BFF,2020,570.5,5252.0,165.0,558.0,871.0,,,6846.0
MVY,2020,147.5,429.0,86.0,241.0,424.0,288.82,79.0,1180.0
SFO,2022,10849.06,249887.0,23836.0,71835.0,196588.0,303.0748222222222,202971.0,542146.0
BKG,2022,150.0,50.0,0.0,81.0,19.0,,,150.0
BTV,2020,292.38823529411764,9153.0,2315.0,5002.0,8383.0,200.16857142857143,435.0,24853.0
YUM,2020,560.85,4612.0,473.0,855.0,5277.0,,,11217.0
CNY,2022,461.2,710.0,1003.0,0.0,593.0,,,2306.0
MIA,2021,11049.074074074075,504260.0,56656.0,216822.0,411495.0,186.50490128115126,129756.0,1189233.0
EUG,2021,1217.8823529411766,42092.0,6124.0,6493.0,28009.0,167.5058823529412,2620.0,82718.0
IAH,2021,10977.028169014084,608450.0,156516.0,340039.0,449647.0,208.48227103855896,105937.0,1554652.0
GJT,2021,1170.953488372093,26066.0,6481.0,2881.0,14909.0,,,50337.0
AZA,2021,9819.0,35012.0,6915.0,13807.0,61568.0,102.18640156453715,6580.0,117302.0
DIK,2021,740.8333333333334,1240.0,3116.0,0.0,89.0,,,4445.0
YKM,2021,319.75,1701.0,160.0,276.0,1700.0,,,3837.0
MOB,2020,434.2962962962963,9306.0,5588.0,3746.0,4778.0,,,23418.0
OKC,2020,694.5227272727273,44437.0,8898.0,13749.0,24499.0,194.21223449750536,4237.0,91583.0
BUF,2021,1494.92,78912.0,12689.0,23493.0,71258.0,204.06443693693694,8979.0,186352.0
DSM,2021,1066.9565217391305,53800.0,16983.0,18091.0,58202.0,195.05146341463413,4197.0,147076.0
OAK,2021,3233.3653846153848,138417.0,12416.0,30841.0,153390.0,203.00890147058823,46493.0,335064.0
SMX,2022,272.0,414.0,0.0,168.0,778.0,,,1360.0
ORF,2021,1364.6524822695035,79929.0,13853.0,28648.0,69666.0,203.43934340802502,15133.0,192096.0
TBN,2021,198.0,223.0,371.0,0.0,0.0,,,594.0
BTR,2020,394.3939393939394,9911.0,3424.0,5727.0,6817.0,,,25879.0
STL,2020,1142.108695652174,74514.0,8625.0,26776.0,47400.0,181.0222269144144,15043.0,157315.0
CAK,2020,837.8444444444444,13528.0,2422.0,4087.0,17658.0,206.4228227424749,1360.0,37695.0
COU,2021,1768.0,4320.0,2839.0,477.0,20652.0,,,28288.0
PPG,2020,468.5,1641.0,233.0,0.0,0.0,,,1874.0
BLI,2019,852.1875,5476.0,608.0,2650.0,4901.0,197.32000000000002,213.0,13635.0
GCK,2019,519.75,1215.0,2031.0,1323.0,1668.0,,,6237.0
EUG,2019,1771.6944444444443,22935.0,4240.0,7563.0,28903.0,207.37941176470588,2708.0,63641.0
AMA,2019,1182.6166666666666,21732.0,4980.0,9125.0,35039.0,201.56624999999997,1155.0,70876.0
LAW,2019,505.0,4076.0,1404.0,2060.0,4580.0,,,12120.0
SCC,2019,394.6666666666667,1610.0,373.0,725.0,2028.0,,,4736.0
VPS,2019,1285.5222222222221,37435.0,11321.0,17198.0,49526.0,261.0816666666667,1429.0,115480.0
CDC,2019,363.0,2182.0,467.0,849.0,858.0,,,4356.0
MAF,2019,1533.070588235294,44912.0,8119.0,17241.0,59799.0,274.724375,4799.0,130071.0
AZA,2019,8446.083333333334,28063.0,6752.0,14054.0,52138.0,105.17174148606813,6667.0,101007.0
AVP,2019,805.75,13801.0,4699.0,5835.0,17448.0,,,41783.0
TVC,2019,950.6612903225806,24899.0,4700.0,7783.0,21502.0,,,58884.0
SMX,2019,78.91666666666667,210.0,178.0,356.0,203.0,,,947.0
ART,2019,791.4,1023.0,447.0,713.0,1759.0,,,3942.0
ORF,2019,2129.358974358974,107563.0,18331.0,55339.0,150401.0,245.20249616760344,18019.0,331634.0
PHX,2019,14542.075757575758,708195.0,72632.0,278408.0,856855.0,235.03808529741866,231031.0,1916090.0
PNS,2019,1235.121951219512,53245.0,13448.0,26444.0,58620.0,239.515,2470.0,151757.0
TTN,2019,4246.5,10779.0,408.0,8498.0,31273.0,89.55,216.0,50958.0
MHK,2019,1020.56,8144.0,1782.0,6278.0,9310.0,,,25514.0
FSD,2019,1020.049504950495,38809.0,5878.0,17790.0,40536.0,181.63125,1248.0,103013.0
MIA,2019,12821.47619047619,396254.0,49293.0,193969.0,434677.0,250.16188557614828,125129.0,1074193.0
GJT,2019,619.7818181818182,13519.0,3211.0,5639.0,11712.0,,,34081.0
CMH,2019,3337.765060240964,186473.0,27673.0,87993.0,251339.0,225.08715954415956,51996.0,553478.0
GRK,2019,992.6571428571428,12269.0,2780.0,7323.0,12371.0,,,34743.0
MMH,2019,924.25,5571.0,457.0,1007.0,4056.0,,,11091.0
MTJ,2019,451.96,7717.0,1379.0,4049.0,9453.0,,,22598.0
BTV,2019,1330.1379310344828,50699.0,10835.0,25164.0,67591.0,214.67081081081085,2990.0,154289.0
WRG,2019,571.9166666666666,1324.0,373.0,1398.0,3741.0,,,6836.0
TXK,2019,757.5,2391.0,873.0,1323.0,4503.0,,,9090.0
OTH,2019,639.9166666666666,3277.0,148.0,693.0,3555.0,,,7673.0
DAB,2019,826.4242424242424,9392.0,1917.0,3786.0,12123.0,,,27218.0
IMT,2019,560.4166666666666,2512.0,1678.0,484.0,2025.0,,,6699.0
BLV,2019,1062.8333333333333,6132.0,1442.0,1603.0,3569.0,,,12746.0
RST,2019,1107.560975609756,15030.0,6541.0,8384.0,15419.0,,,45374.0
PVD,2019,1519.7172413793103,81126.0,10039.0,30539.0,97409.0,257.9704414515525,31525.0,219113.0
ERI,2019,758.9130434782609,6828.0,2903.0,1335.0,6388.0,,,17454.0
LAN,2019,867.0175438596491,23432.0,3762.0,5464.0,16705.0,,,49363.0
GEG,2019,1370.5384615384614,49327.0,5480.0,14049.0,55488.0,206.41500000000005,6364.0,124344.0
LYH,2019,662.5,2612.0,677.0,491.0,4170.0,,,7950.0
PHF,2019,754.6,7046.0,1873.0,4199.0,13286.0,285.60067976804123,1517.0,26404.0
PIT,2019,3161.3684210526317,193710.0,37177.0,90583.0,277946.0,232.25163722826085,35070.0,599416.0
PWM,2019,1183.8115942028985,51603.0,10881.0,26892.0,73752.0,214.7330769230769,4981.0,163128.0
DEN,2019,25337.18656716418,1001814.0,176072.0,930655.0,1282774.0,212.12892499999998,153292.0,3391315.0
SJT,2019,1171.4166666666667,3721.0,1195.0,3244.0,5890.0,,,14050.0
CMX,2019,1369.6666666666667,5860.0,3079.0,2163.0,5334.0,,,16436.0
LCH,2019,730.258064516129,7496.0,3383.0,4727.0,7016.0,,,22622.0
SLC,2019,8836.393700787401,415556.0,88851.0,158406.0,457209.0,257.74508540372676,59223.0,1120022.0
LNK,2019,892.9428571428572,11234.0,2903.0,4770.0,12294.0,,,31201.0
PSM,2019,220.0,2667.0,127.0,676.0,710.0,,,4180.0
HHH,2019,2340.0526315789475,13611.0,8198.0,4427.0,18161.0,,,44397.0
ABY,2019,956.4166666666666,5222.0,1284.0,799.0,4158.0,,,11463.0
TWF,2019,835.5833333333334,5535.0,2652.0,323.0,1517.0,,,10027.0
DBQ,2019,1173.9166666666667,2853.0,1379.0,3052.0,6803.0,,,14087.0
AVL,2019,1382.1739130434783,41697.0,12741.0,20847.0,51744.0,233.41214285714287,2307.0,127029.0
ELM,2019,289.4375,2228.0,374.0,436.0,1544.0,,,4582.0
CPR,2019,611.0833333333334,3654.0,979.0,853.0,1847.0,,,7333.0
MFE,2019,944.9240506329114,27068.0,5306.0,10991.0,31284.0,256.79333333333335,644.0,74649.0
MLU,2019,896.625,12980.0,3376.0,5091.0,14397.0,,,35844.0
PDX,2019,4455.683333333333,183092.0,23689.0,84691.0,241561.0,248.31033478260872,67717.0,533033.0
PIB,2019,1395.75,5834.0,456.0,984.0,9475.0,,,16749.0
TPA,2019,7701.689655172414,302103.0,40914.0,183007.0,365296.0,203.91835784313727,146757.0,891320.0
MCO,2019,17787.669724770643,583800.0,73110.0,446561.0,830282.0,206.68158068783072,150214.0,1933753.0
CRW,2019,1272.7924528301887,20718.0,6981.0,7293.0,32418.0,,,67410.0
GSO,2019,1537.4921875,52405.0,13426.0,37052.0,93855.0,222.91660714285715,3174.0,196738.0
MOB,2019,1144.6268656716418,28601.0,9386.0,10312.0,28361.0,,,76660.0
MRY,2019,1439.2558139534883,27612.0,1381.0,5718.0,27124.0,,,61835.0
LFT,2019,749.3406593406594,23619.0,5875.0,11436.0,27260.0,,,68190.0
MLI,2019,925.2352941176471,20885.0,6350.0,8473.0,27208.0,,,62916.0
